Temporada,Jornada,Fecha,Equipo local,Goles local,Goles visita,Equipo visitante
01-02,Jornada 1,8/26/2001,Real Sociedad,1,3,Athletic Club
01-02,Jornada 1,8/26/2001,Rayo Vallecano,1,2,Villarreal
01-02,Jornada 1,8/26/2001,Sevilla,1,2,Barcelona
01-02,Jornada 1,8/26/2001,Tenerife,0,2,Alavés
01-02,Jornada 2,9/8/2001,Athletic Club,0,1,Mallorca
01-02,Jornada 2,9/8/2001,Las Palmas,0,1,Deportivo de La Coruña
01-02,Jornada 2,9/8/2001,Real Madrid,1,1,Málaga
01-02,Jornada 2,9/8/2001,Villarreal,3,0,Osasuna
01-02,Jornada 2,9/9/2001,Barcelona,1,1,Rayo Vallecano
01-02,Jornada 2,9/9/2001,Betis,2,0,Espanyol
01-02,Jornada 2,9/9/2001,Celta de Vigo,3,0,Tenerife
01-02,Jornada 2,9/9/2001,Alavés,2,0,Real Sociedad
01-02,Jornada 2,9/9/2001,Valladolid,1,1,Valencia
01-02,Jornada 2,9/9/2001,Real Zaragoza,1,1,Sevilla
01-02,Jornada 3,9/15/2001,Betis,3,1,Real Madrid
01-02,Jornada 3,9/15/2001,Deportivo de La Coruña,1,2,Athletic Club
01-02,Jornada 3,9/15/2001,Mallorca,0,0,Alavés
01-02,Jornada 3,9/15/2001,Osasuna,0,0,Barcelona
01-02,Jornada 3,9/16/2001,Espanyol,2,3,Sevilla
01-02,Jornada 3,9/16/2001,Málaga,1,2,Valladolid
01-02,Jornada 3,9/16/2001,Real Sociedad,0,0,Celta de Vigo
01-02,Jornada 3,9/16/2001,Rayo Vallecano,1,2,Real Zaragoza
01-02,Jornada 3,9/16/2001,Tenerife,2,0,Villarreal
01-02,Jornada 3,9/16/2001,Valencia,1,0,Las Palmas
01-02,Jornada 4,9/22/2001,Barcelona,2,0,Tenerife
01-02,Jornada 4,9/22/2001,Alavés,2,3,Deportivo de La Coruña
01-02,Jornada 4,9/22/2001,Las Palmas,0,0,Málaga
01-02,Jornada 4,9/22/2001,Real Madrid,5,1,Espanyol
01-02,Jornada 4,9/22/2001,Villarreal,1,0,Real Sociedad
01-02,Jornada 4,9/23/2001,Athletic Club,2,2,Valencia
01-02,Jornada 4,9/23/2001,Celta de Vigo,2,0,Mallorca
01-02,Jornada 4,9/23/2001,Sevilla,2,1,Rayo Vallecano
01-02,Jornada 4,9/23/2001,Valladolid,0,2,Betis
01-02,Jornada 4,9/23/2001,Real Zaragoza,0,1,Osasuna
01-02,Jornada 5,9/29/2001,Espanyol,3,1,Rayo Vallecano
01-02,Jornada 5,9/29/2001,Málaga,1,2,Athletic Club
01-02,Jornada 5,9/29/2001,Real Sociedad,0,2,Barcelona
01-02,Jornada 5,9/29/2001,Real Madrid,2,2,Valladolid
01-02,Jornada 5,9/30/2001,Betis,1,0,Las Palmas
01-02,Jornada 5,9/30/2001,Deportivo de La Coruña,2,2,Celta de Vigo
01-02,Jornada 5,9/30/2001,Mallorca,0,1,Villarreal
01-02,Jornada 5,9/30/2001,Osasuna,1,0,Sevilla
01-02,Jornada 5,9/30/2001,Tenerife,0,0,Real Zaragoza
01-02,Jornada 5,9/30/2001,Valencia,0,0,Alavés
01-02,Jornada 6,10/3/2001,Athletic Club,0,0,Betis
01-02,Jornada 6,10/3/2001,Barcelona,3,0,Mallorca
01-02,Jornada 6,10/3/2001,Alavés,1,0,Málaga
01-02,Jornada 6,10/3/2001,Las Palmas,4,2,Real Madrid
01-02,Jornada 6,10/3/2001,Rayo Vallecano,0,1,Osasuna
01-02,Jornada 6,10/3/2001,Sevilla,2,0,Tenerife
01-02,Jornada 6,10/3/2001,Valladolid,0,1,Espanyol
01-02,Jornada 6,10/3/2001,Villarreal,1,1,Deportivo de La Coruña
01-02,Jornada 6,10/3/2001,Real Zaragoza,3,2,Real Sociedad
01-02,Jornada 6,10/4/2001,Celta de Vigo,1,1,Valencia
01-02,Jornada 7,10/6/2001,Deportivo de La Coruña,2,1,Barcelona
01-02,Jornada 7,10/6/2001,Real Madrid,2,0,Athletic Club
01-02,Jornada 7,10/7/2001,Betis,1,0,Alavés
01-02,Jornada 7,10/7/2001,Espanyol,1,1,Osasuna
01-02,Jornada 7,10/7/2001,Málaga,2,2,Celta de Vigo
01-02,Jornada 7,10/7/2001,Mallorca,0,1,Real Zaragoza
01-02,Jornada 7,10/7/2001,Real Sociedad,3,3,Sevilla
01-02,Jornada 7,10/7/2001,Tenerife,3,1,Rayo Vallecano
01-02,Jornada 7,10/7/2001,Valencia,1,0,Villarreal
01-02,Jornada 7,10/7/2001,Valladolid,1,0,Las Palmas
01-02,Jornada 8,10/13/2001,Alavés,0,0,Real Madrid
01-02,Jornada 8,10/13/2001,Sevilla,2,2,Mallorca
01-02,Jornada 8,10/13/2001,Real Zaragoza,1,2,Deportivo de La Coruña
01-02,Jornada 8,10/14/2001,Athletic Club,1,4,Valladolid
01-02,Jornada 8,10/14/2001,Barcelona,2,2,Valencia
01-02,Jornada 8,10/14/2001,Celta de Vigo,3,1,Betis
01-02,Jornada 8,10/14/2001,Las Palmas,2,0,Espanyol
01-02,Jornada 8,10/14/2001,Osasuna,0,2,Tenerife
01-02,Jornada 8,10/14/2001,Rayo Vallecano,2,1,Real Sociedad
01-02,Jornada 8,10/14/2001,Villarreal,1,2,Málaga
01-02,Jornada 9,10/20/2001,Betis,1,1,Villarreal
01-02,Jornada 9,10/20/2001,Deportivo de La Coruña,1,0,Sevilla
01-02,Jornada 9,10/20/2001,Las Palmas,1,1,Athletic Club
01-02,Jornada 9,10/20/2001,Málaga,1,1,Barcelona
01-02,Jornada 9,10/20/2001,Real Sociedad,2,1,Osasuna
01-02,Jornada 9,10/21/2001,Espanyol,2,0,Tenerife
01-02,Jornada 9,10/21/2001,Mallorca,3,0,Rayo Vallecano
01-02,Jornada 9,10/21/2001,Real Madrid,1,1,Celta de Vigo
01-02,Jornada 9,10/21/2001,Valencia,2,0,Real Zaragoza
01-02,Jornada 9,10/21/2001,Valladolid,1,3,Alavés
01-02,Jornada 10,10/27/2001,Barcelona,3,0,Betis
01-02,Jornada 10,10/27/2001,Osasuna,4,0,Mallorca
01-02,Jornada 10,10/27/2001,Rayo Vallecano,2,1,Deportivo de La Coruña
01-02,Jornada 10,10/27/2001,Tenerife,0,1,Real Sociedad
01-02,Jornada 10,10/27/2001,Villarreal,2,3,Real Madrid
01-02,Jornada 10,10/28/2001,Athletic Club,1,1,Espanyol
01-02,Jornada 10,10/28/2001,Celta de Vigo,1,1,Valladolid
01-02,Jornada 10,10/28/2001,Alavés,1,0,Las Palmas
01-02,Jornada 10,10/28/2001,Sevilla,1,1,Valencia
01-02,Jornada 10,10/28/2001,Real Zaragoza,0,2,Málaga
01-02,Jornada 11,11/3/2001,Athletic Club,2,1,Alavés
01-02,Jornada 11,11/4/2001,Betis,0,1,Real Zaragoza
01-02,Jornada 11,11/4/2001,Deportivo de La Coruña,5,1,Osasuna
01-02,Jornada 11,11/4/2001,Espanyol,1,2,Real Sociedad
01-02,Jornada 11,11/4/2001,Las Palmas,4,2,Celta de Vigo
01-02,Jornada 11,11/4/2001,Málaga,1,3,Sevilla
01-02,Jornada 11,11/4/2001,Mallorca,2,0,Tenerife
01-02,Jornada 11,11/4/2001,Real Madrid,2,0,Barcelona
01-02,Jornada 11,11/4/2001,Valencia,2,1,Rayo Vallecano
01-02,Jornada 11,11/4/2001,Valladolid,1,0,Villarreal
01-02,Jornada 12,11/10/2001,Sevilla,0,0,Betis
01-02,Jornada 12,11/11/2001,Barcelona,4,0,Valladolid
01-02,Jornada 12,11/11/2001,Celta de Vigo,2,3,Athletic Club
01-02,Jornada 12,11/11/2001,Alavés,2,1,Espanyol
01-02,Jornada 12,11/11/2001,Osasuna,0,0,Valencia
01-02,Jornada 12,11/11/2001,Real Sociedad,1,2,Mallorca
01-02,Jornada 12,11/11/2001,Rayo Vallecano,3,0,Málaga
01-02,Jornada 12,11/11/2001,Tenerife,3,1,Deportivo de La Coruña
01-02,Jornada 12,11/11/2001,Villarreal,2,0,Las Palmas
01-02,Jornada 12,11/11/2001,Real Zaragoza,2,1,Real Madrid
01-02,Jornada 13,11/17/2001,Deportivo de La Coruña,3,1,Real Sociedad
01-02,Jornada 13,11/17/2001,Las Palmas,0,0,Barcelona
01-02,Jornada 13,11/17/2001,Real Madrid,2,1,Sevilla
01-02,Jornada 13,11/18/2001,Athletic Club,0,0,Villarreal
01-02,Jornada 13,11/18/2001,Betis,2,0,Rayo Vallecano
01-02,Jornada 13,11/18/2001,Alavés,1,0,Celta de Vigo
01-02,Jornada 13,11/18/2001,Espanyol,2,1,Mallorca
01-02,Jornada 13,11/18/2001,Málaga,2,1,Osasuna
01-02,Jornada 13,11/18/2001,Valencia,0,0,Tenerife
01-02,Jornada 13,11/18/2001,Valladolid,2,0,Real Zaragoza
01-02,Jornada 14,11/24/2001,Barcelona,1,2,Athletic Club
01-02,Jornada 14,11/25/2001,Celta de Vigo,4,1,Espanyol
01-02,Jornada 14,11/25/2001,Mallorca,4,1,Deportivo de La Coruña
01-02,Jornada 14,11/25/2001,Osasuna,1,2,Betis
01-02,Jornada 14,11/25/2001,Real Sociedad,2,0,Valencia
01-02,Jornada 14,11/25/2001,Rayo Vallecano,0,3,Real Madrid
01-02,Jornada 14,11/25/2001,Sevilla,4,0,Valladolid
01-02,Jornada 14,11/25/2001,Tenerife,1,0,Málaga
01-02,Jornada 14,11/25/2001,Villarreal,1,0,Alavés
01-02,Jornada 14,11/25/2001,Real Zaragoza,2,1,Las Palmas
01-02,Jornada 15,12/1/2001,Alavés,2,0,Barcelona
01-02,Jornada 15,12/1/2001,Espanyol,1,0,Deportivo de La Coruña
01-02,Jornada 15,12/1/2001,Real Madrid,2,1,Osasuna
01-02,Jornada 15,12/1/2001,Valencia,1,1,Mallorca
01-02,Jornada 15,12/2/2001,Athletic Club,2,1,Real Zaragoza
01-02,Jornada 15,12/2/2001,Betis,1,0,Tenerife
01-02,Jornada 15,12/2/2001,Celta de Vigo,3,1,Villarreal
01-02,Jornada 15,12/2/2001,Las Palmas,1,0,Sevilla
01-02,Jornada 15,12/2/2001,Málaga,1,0,Real Sociedad
01-02,Jornada 15,12/2/2001,Valladolid,3,1,Rayo Vallecano
01-02,Jornada 16,12/8/2001,Sevilla,3,3,Athletic Club
01-02,Jornada 16,12/8/2001,Tenerife,0,2,Real Madrid
01-02,Jornada 16,12/9/2001,Barcelona,2,2,Celta de Vigo
01-02,Jornada 16,12/9/2001,Deportivo de La Coruña,1,0,Valencia
01-02,Jornada 16,12/9/2001,Mallorca,1,1,Málaga
01-02,Jornada 16,12/9/2001,Osasuna,1,0,Valladolid
01-02,Jornada 16,12/9/2001,Real Sociedad,0,0,Betis
01-02,Jornada 16,12/9/2001,Rayo Vallecano,0,0,Las Palmas
01-02,Jornada 16,12/9/2001,Villarreal,1,1,Espanyol
01-02,Jornada 16,12/9/2001,Real Zaragoza,0,2,Alavés
01-02,Jornada 17,12/15/2001,Espanyol,2,3,Valencia
01-02,Jornada 17,12/15/2001,Las Palmas,1,1,Osasuna
01-02,Jornada 17,12/15/2001,Real Madrid,3,1,Real Sociedad
01-02,Jornada 17,12/16/2001,Athletic Club,1,1,Rayo Vallecano
01-02,Jornada 17,12/16/2001,Betis,1,0,Mallorca
01-02,Jornada 17,12/16/2001,Celta de Vigo,2,0,Real Zaragoza
01-02,Jornada 17,12/16/2001,Alavés,0,1,Sevilla
01-02,Jornada 17,12/16/2001,Málaga,1,1,Deportivo de La Coruña
01-02,Jornada 17,12/16/2001,Valladolid,0,0,Tenerife
01-02,Jornada 17,12/16/2001,Villarreal,0,1,Barcelona
01-02,Jornada 18,12/22/2001,Deportivo de La Coruña,2,0,Betis
01-02,Jornada 18,12/22/2001,Espanyol,2,0,Barcelona
01-02,Jornada 18,12/22/2001,Real Sociedad,6,0,Valladolid
01-02,Jornada 18,12/22/2001,Sevilla,0,1,Celta de Vigo
01-02,Jornada 18,12/22/2001,Tenerife,1,3,Las Palmas
01-02,Jornada 18,12/22/2001,Valencia,2,1,Málaga
01-02,Jornada 18,12/23/2001,Mallorca,1,1,Real Madrid
01-02,Jornada 18,12/23/2001,Osasuna,0,1,Athletic Club
01-02,Jornada 18,12/23/2001,Real Zaragoza,3,2,Villarreal
01-02,Jornada 18,1/23/2002,Rayo Vallecano,2,0,Alavés
01-02,Jornada 19,1/5/2002,Celta de Vigo,2,2,Rayo Vallecano
01-02,Jornada 19,1/5/2002,Las Palmas,0,0,Real Sociedad
01-02,Jornada 19,1/5/2002,Real Madrid,3,1,Deportivo de La Coruña
01-02,Jornada 19,1/5/2002,Villarreal,0,2,Sevilla
01-02,Jornada 19,1/6/2002,Athletic Club,1,2,Tenerife
01-02,Jornada 19,1/6/2002,Barcelona,2,0,Real Zaragoza
01-02,Jornada 19,1/6/2002,Betis,1,3,Valencia
01-02,Jornada 19,1/6/2002,Alavés,0,2,Osasuna
01-02,Jornada 19,1/6/2002,Málaga,2,0,Espanyol
01-02,Jornada 19,1/6/2002,Valladolid,2,1,Mallorca
01-02,Jornada 20,1/12/2002,Athletic Club,2,1,Real Sociedad
01-02,Jornada 20,1/12/2002,Villarreal,1,1,Rayo Vallecano
01-02,Jornada 20,1/13/2002,Barcelona,3,1,Sevilla
01-02,Jornada 20,1/13/2002,Betis,1,1,Málaga
01-02,Jornada 20,1/13/2002,Celta de Vigo,1,1,Osasuna
01-02,Jornada 20,1/13/2002,Alavés,1,0,Tenerife
01-02,Jornada 20,1/13/2002,Las Palmas,3,1,Mallorca
01-02,Jornada 20,1/13/2002,Real Madrid,1,0,Valencia
01-02,Jornada 20,1/13/2002,Valladolid,3,0,Deportivo de La Coruña
01-02,Jornada 20,1/13/2002,Real Zaragoza,0,0,Espanyol
01-02,Jornada 21,1/19/2002,Málaga,1,1,Real Madrid
01-02,Jornada 21,1/19/2002,Real Sociedad,1,2,Alavés
01-02,Jornada 21,1/20/2002,Deportivo de La Coruña,1,0,Las Palmas
01-02,Jornada 21,1/20/2002,Espanyol,1,1,Betis
01-02,Jornada 21,1/20/2002,Mallorca,3,0,Athletic Club
01-02,Jornada 21,1/20/2002,Osasuna,2,2,Villarreal
01-02,Jornada 21,1/20/2002,Rayo Vallecano,2,1,Barcelona
01-02,Jornada 21,1/20/2002,Sevilla,4,2,Real Zaragoza
01-02,Jornada 21,1/20/2002,Tenerife,1,1,Celta de Vigo
01-02,Jornada 21,1/20/2002,Valencia,1,2,Valladolid
01-02,Jornada 22,1/26/2002,Celta de Vigo,3,1,Real Sociedad
01-02,Jornada 22,1/26/2002,Las Palmas,0,1,Valencia
01-02,Jornada 22,1/27/2002,Athletic Club,1,1,Deportivo de La Coruña
01-02,Jornada 22,1/27/2002,Barcelona,0,1,Osasuna
01-02,Jornada 22,1/27/2002,Alavés,0,4,Mallorca
01-02,Jornada 22,1/27/2002,Real Madrid,1,1,Betis
01-02,Jornada 22,1/27/2002,Sevilla,3,0,Espanyol
01-02,Jornada 22,1/27/2002,Valladolid,0,0,Málaga
01-02,Jornada 22,1/27/2002,Villarreal,2,1,Tenerife
01-02,Jornada 22,1/27/2002,Real Zaragoza,3,2,Rayo Vallecano
01-02,Jornada 23,2/2/2002,Deportivo de La Coruña,0,1,Alavés
01-02,Jornada 23,2/2/2002,Mallorca,0,1,Celta de Vigo
01-02,Jornada 23,2/2/2002,Real Sociedad,2,1,Villarreal
01-02,Jornada 23,2/2/2002,Rayo Vallecano,2,1,Sevilla
01-02,Jornada 23,2/2/2002,Tenerife,0,6,Barcelona
01-02,Jornada 23,2/3/2002,Betis,2,0,Valladolid
01-02,Jornada 23,2/3/2002,Espanyol,2,1,Real Madrid
01-02,Jornada 23,2/3/2002,Málaga,1,1,Las Palmas
01-02,Jornada 23,2/3/2002,Osasuna,0,0,Real Zaragoza
01-02,Jornada 23,2/3/2002,Valencia,2,1,Athletic Club
01-02,Jornada 24,2/5/2002,Celta de Vigo,0,2,Deportivo de La Coruña
01-02,Jornada 24,2/6/2002,Athletic Club,3,2,Málaga
01-02,Jornada 24,2/6/2002,Barcelona,2,0,Real Sociedad
01-02,Jornada 24,2/6/2002,Alavés,1,2,Valencia
01-02,Jornada 24,2/6/2002,Las Palmas,0,0,Betis
01-02,Jornada 24,2/6/2002,Rayo Vallecano,2,2,Espanyol
01-02,Jornada 24,2/6/2002,Sevilla,0,0,Osasuna
01-02,Jornada 24,2/6/2002,Valladolid,2,1,Real Madrid
01-02,Jornada 24,2/6/2002,Villarreal,2,1,Mallorca
01-02,Jornada 24,2/6/2002,Real Zaragoza,1,1,Tenerife
01-02,Jornada 25,2/9/2002,Mallorca,0,0,Barcelona
01-02,Jornada 25,2/9/2002,Valencia,0,0,Celta de Vigo
01-02,Jornada 25,2/10/2002,Betis,1,1,Athletic Club
01-02,Jornada 25,2/10/2002,Deportivo de La Coruña,0,0,Villarreal
01-02,Jornada 25,2/10/2002,Espanyol,1,0,Valladolid
01-02,Jornada 25,2/10/2002,Málaga,1,0,Alavés
01-02,Jornada 25,2/10/2002,Osasuna,1,0,Rayo Vallecano
01-02,Jornada 25,2/10/2002,Real Sociedad,3,1,Real Zaragoza
01-02,Jornada 25,2/10/2002,Real Madrid,7,0,Las Palmas
01-02,Jornada 25,2/10/2002,Tenerife,1,1,Sevilla
01-02,Jornada 26,2/16/2002,Athletic Club,2,1,Real Madrid
01-02,Jornada 26,2/16/2002,Barcelona,3,2,Deportivo de La Coruña
01-02,Jornada 26,2/16/2002,Villarreal,1,1,Valencia
01-02,Jornada 26,2/17/2002,Celta de Vigo,0,0,Málaga
01-02,Jornada 26,2/17/2002,Alavés,0,1,Betis
01-02,Jornada 26,2/17/2002,Las Palmas,1,1,Valladolid
01-02,Jornada 26,2/17/2002,Osasuna,1,1,Espanyol
01-02,Jornada 26,2/17/2002,Rayo Vallecano,2,0,Tenerife
01-02,Jornada 26,2/17/2002,Sevilla,0,1,Real Sociedad
01-02,Jornada 26,2/17/2002,Real Zaragoza,1,0,Mallorca
01-02,Jornada 27,2/23/2002,Deportivo de La Coruña,1,0,Real Zaragoza
01-02,Jornada 27,2/23/2002,Real Madrid,3,1,Alavés
01-02,Jornada 27,2/23/2002,Valencia,2,0,Barcelona
01-02,Jornada 27,2/24/2002,Betis,4,1,Celta de Vigo
01-02,Jornada 27,2/24/2002,Espanyol,3,1,Las Palmas
01-02,Jornada 27,2/24/2002,Málaga,2,1,Villarreal
01-02,Jornada 27,2/24/2002,Mallorca,0,4,Sevilla
01-02,Jornada 27,2/24/2002,Real Sociedad,2,2,Rayo Vallecano
01-02,Jornada 27,2/24/2002,Tenerife,3,1,Osasuna
01-02,Jornada 27,2/24/2002,Valladolid,2,0,Athletic Club
01-02,Jornada 28,3/2/2002,Celta de Vigo,0,1,Real Madrid
01-02,Jornada 28,3/2/2002,Sevilla,0,1,Deportivo de La Coruña
01-02,Jornada 28,3/2/2002,Villarreal,1,1,Betis
01-02,Jornada 28,3/3/2002,Athletic Club,3,1,Las Palmas
01-02,Jornada 28,3/3/2002,Barcelona,5,1,Málaga
01-02,Jornada 28,3/3/2002,Alavés,3,1,Valladolid
01-02,Jornada 28,3/3/2002,Osasuna,1,1,Real Sociedad
01-02,Jornada 28,3/3/2002,Rayo Vallecano,0,2,Mallorca
01-02,Jornada 28,3/3/2002,Tenerife,1,1,Espanyol
01-02,Jornada 28,3/3/2002,Real Zaragoza,0,1,Valencia
01-02,Jornada 29,3/9/2002,Betis,2,1,Barcelona
01-02,Jornada 29,3/9/2002,Deportivo de La Coruña,1,1,Rayo Vallecano
01-02,Jornada 29,3/9/2002,Las Palmas,2,1,Alavés
01-02,Jornada 29,3/9/2002,Real Madrid,3,0,Villarreal
01-02,Jornada 29,3/10/2002,Espanyol,2,0,Athletic Club
01-02,Jornada 29,3/10/2002,Málaga,2,1,Real Zaragoza
01-02,Jornada 29,3/10/2002,Mallorca,4,2,Osasuna
01-02,Jornada 29,3/10/2002,Real Sociedad,0,2,Tenerife
01-02,Jornada 29,3/10/2002,Valencia,2,0,Sevilla
01-02,Jornada 29,3/10/2002,Valladolid,2,4,Celta de Vigo
01-02,Jornada 30,3/16/2002,Barcelona,1,1,Real Madrid
01-02,Jornada 30,3/16/2002,Osasuna,1,3,Deportivo de La Coruña
01-02,Jornada 30,3/17/2002,Celta de Vigo,3,2,Las Palmas
01-02,Jornada 30,3/17/2002,Alavés,2,3,Athletic Club
01-02,Jornada 30,3/17/2002,Real Sociedad,1,0,Espanyol
01-02,Jornada 30,3/17/2002,Rayo Vallecano,2,1,Valencia
01-02,Jornada 30,3/17/2002,Sevilla,0,2,Málaga
01-02,Jornada 30,3/17/2002,Tenerife,0,0,Mallorca
01-02,Jornada 30,3/17/2002,Villarreal,2,2,Valladolid
01-02,Jornada 30,3/17/2002,Real Zaragoza,1,1,Betis
01-02,Jornada 31,3/23/2002,Betis,0,0,Sevilla
01-02,Jornada 31,3/23/2002,Las Palmas,3,2,Villarreal
01-02,Jornada 31,3/23/2002,Málaga,0,0,Rayo Vallecano
01-02,Jornada 31,3/24/2002,Athletic Club,1,6,Celta de Vigo
01-02,Jornada 31,3/24/2002,Deportivo de La Coruña,3,1,Tenerife
01-02,Jornada 31,3/24/2002,Espanyol,1,2,Alavés
01-02,Jornada 31,3/24/2002,Mallorca,0,2,Real Sociedad
01-02,Jornada 31,3/24/2002,Real Madrid,3,1,Real Zaragoza
01-02,Jornada 31,3/24/2002,Valencia,2,1,Osasuna
01-02,Jornada 31,3/24/2002,Valladolid,1,2,Barcelona
01-02,Jornada 32,3/30/2002,Barcelona,1,1,Las Palmas
01-02,Jornada 32,3/30/2002,Celta de Vigo,3,1,Alavés
01-02,Jornada 32,3/30/2002,Real Sociedad,1,1,Deportivo de La Coruña
01-02,Jornada 32,3/30/2002,Sevilla,0,1,Real Madrid
01-02,Jornada 32,3/30/2002,Tenerife,0,1,Valencia
01-02,Jornada 32,3/31/2002,Mallorca,2,1,Espanyol
01-02,Jornada 32,3/31/2002,Osasuna,0,2,Málaga
01-02,Jornada 32,3/31/2002,Rayo Vallecano,0,0,Betis
01-02,Jornada 32,3/31/2002,Villarreal,5,2,Athletic Club
01-02,Jornada 32,3/31/2002,Real Zaragoza,0,0,Valladolid
01-02,Jornada 33,4/6/2002,Athletic Club,0,2,Barcelona
01-02,Jornada 33,4/6/2002,Deportivo de La Coruña,5,0,Mallorca
01-02,Jornada 33,4/6/2002,Las Palmas,1,1,Real Zaragoza
01-02,Jornada 33,4/6/2002,Real Madrid,3,1,Rayo Vallecano
01-02,Jornada 33,4/7/2002,Betis,0,0,Osasuna
01-02,Jornada 33,4/7/2002,Alavés,2,1,Villarreal
01-02,Jornada 33,4/7/2002,Espanyol,2,0,Celta de Vigo
01-02,Jornada 33,4/7/2002,Málaga,2,0,Tenerife
01-02,Jornada 33,4/7/2002,Valencia,4,0,Real Sociedad
01-02,Jornada 33,4/7/2002,Valladolid,1,1,Sevilla
01-02,Jornada 34,4/13/2002,Mallorca,1,1,Valencia
01-02,Jornada 34,4/14/2002,Barcelona,3,2,Alavés
01-02,Jornada 34,4/14/2002,Deportivo de La Coruña,3,1,Espanyol
01-02,Jornada 34,4/14/2002,Osasuna,3,1,Real Madrid
01-02,Jornada 34,4/14/2002,Real Sociedad,2,1,Málaga
01-02,Jornada 34,4/14/2002,Rayo Vallecano,1,0,Valladolid
01-02,Jornada 34,4/14/2002,Sevilla,1,1,Las Palmas
01-02,Jornada 34,4/14/2002,Tenerife,2,1,Betis
01-02,Jornada 34,4/14/2002,Villarreal,2,1,Celta de Vigo
01-02,Jornada 34,4/14/2002,Real Zaragoza,2,2,Athletic Club
01-02,Jornada 35,4/20/2002,Celta de Vigo,2,1,Barcelona
01-02,Jornada 35,4/20/2002,Las Palmas,0,2,Rayo Vallecano
01-02,Jornada 35,4/20/2002,Real Madrid,4,1,Tenerife
01-02,Jornada 35,4/21/2002,Athletic Club,0,1,Sevilla
01-02,Jornada 35,4/21/2002,Betis,3,0,Real Sociedad
01-02,Jornada 35,4/21/2002,Alavés,2,1,Real Zaragoza
01-02,Jornada 35,4/21/2002,Espanyol,3,1,Villarreal
01-02,Jornada 35,4/21/2002,Málaga,0,0,Mallorca
01-02,Jornada 35,4/21/2002,Valencia,1,0,Deportivo de La Coruña
01-02,Jornada 35,4/21/2002,Valladolid,1,0,Osasuna
01-02,Jornada 36,4/27/2002,Barcelona,4,1,Villarreal
01-02,Jornada 36,4/27/2002,Real Sociedad,3,0,Real Madrid
01-02,Jornada 36,4/27/2002,Valencia,2,1,Espanyol
01-02,Jornada 36,4/28/2002,Deportivo de La Coruña,2,2,Málaga
01-02,Jornada 36,4/28/2002,Mallorca,1,3,Betis
01-02,Jornada 36,4/28/2002,Osasuna,3,2,Las Palmas
01-02,Jornada 36,4/28/2002,Rayo Vallecano,4,2,Athletic Club
01-02,Jornada 36,4/28/2002,Sevilla,2,0,Alavés
01-02,Jornada 36,4/28/2002,Tenerife,1,5,Valladolid
01-02,Jornada 36,4/28/2002,Real Zaragoza,0,1,Celta de Vigo
01-02,Jornada 37,5/5/2002,Athletic Club,1,1,Osasuna
01-02,Jornada 37,5/5/2002,Barcelona,2,0,Espanyol
01-02,Jornada 37,5/5/2002,Betis,0,3,Deportivo de La Coruña
01-02,Jornada 37,5/5/2002,Celta de Vigo,1,2,Sevilla
01-02,Jornada 37,5/5/2002,Alavés,0,1,Rayo Vallecano
01-02,Jornada 37,5/5/2002,Las Palmas,0,1,Tenerife
01-02,Jornada 37,5/5/2002,Málaga,0,2,Valencia
01-02,Jornada 37,5/5/2002,Real Madrid,0,0,Mallorca
01-02,Jornada 37,5/5/2002,Valladolid,1,3,Real Sociedad
01-02,Jornada 37,5/5/2002,Villarreal,2,1,Real Zaragoza
01-02,Jornada 38,5/10/2002,Deportivo de La Coruña,3,0,Real Madrid
01-02,Jornada 38,5/11/2002,Espanyol,1,2,Málaga
01-02,Jornada 38,5/11/2002,Mallorca,2,1,Valladolid
01-02,Jornada 38,5/11/2002,Osasuna,0,1,Alavés
01-02,Jornada 38,5/11/2002,Real Sociedad,1,1,Las Palmas
01-02,Jornada 38,5/11/2002,Rayo Vallecano,1,0,Celta de Vigo
01-02,Jornada 38,5/11/2002,Sevilla,1,0,Villarreal
01-02,Jornada 38,5/11/2002,Tenerife,2,3,Athletic Club
01-02,Jornada 38,5/11/2002,Valencia,2,0,Betis
01-02,Jornada 38,5/11/2002,Real Zaragoza,1,1,Barcelona
02-03,Jornada 1,8/31/2002,Racing de Santander,0,1,Valladolid
02-03,Jornada 1,9/1/2002,Barcelona,2,2,Atlético de Madrid
02-03,Jornada 1,9/1/2002,Deportivo de La Coruña,2,4,Betis
02-03,Jornada 1,9/1/2002,Recreativo de Huelva,2,3,Málaga
02-03,Jornada 1,9/1/2002,Mallorca,0,2,Valencia
02-03,Jornada 1,9/1/2002,Real Sociedad,4,2,Athletic Club
02-03,Jornada 1,9/1/2002,Rayo Vallecano,2,2,Alavés
02-03,Jornada 1,9/1/2002,Sevilla,0,1,Celta de Vigo
02-03,Jornada 1,9/1/2002,Villarreal,2,2,Osasuna
02-03,Jornada 1,9/2/2002,Real Madrid,2,0,Espanyol
02-03,Jornada 2,9/14/2002,Athletic Club,0,2,Barcelona
02-03,Jornada 2,9/14/2002,Málaga,2,1,Rayo Vallecano
02-03,Jornada 2,9/14/2002,Osasuna,1,2,Deportivo de La Coruña
02-03,Jornada 2,9/14/2002,Valencia,3,0,Recreativo de Huelva
02-03,Jornada 2,9/15/2002,Atlético de Madrid,1,1,Sevilla
02-03,Jornada 2,9/15/2002,Celta de Vigo,3,1,Mallorca
02-03,Jornada 2,9/15/2002,Alavés,0,1,Racing de Santander
